remark: calculateLayer3.cpp:28:12: Loop 'row_Loop' is marked as complete unroll implied by the pipeline pragma
remark: calculateLayer3.cpp:30:12: Loop 'col_loop' is marked as complete unroll implied by the pipeline pragma
remark: calculateLayer3.cpp:33:20: Loop 'kernelRow_Loop' is marked as complete unroll implied by the pipeline pragma
remark: calculateLayer3.cpp:35:17: Loop 'kernelCol_Loop' is marked as complete unroll implied by the pipeline pragma
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_exp_.h:157:0: Inlining function 'int generic_isnan<double>(double)' into 'double exp_reduce_::exp_generic<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_exp_.h:157:0: Inlining function 'int generic_isinf<double>(double)' into 'double exp_reduce_::exp_generic<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_exp_.h:157:0: Inlining function 'fp_struct<double>::to_ieee() const' into 'double exp_reduce_::exp_generic<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_exp_.h:157:0: Inlining function 'fp_struct<double>::expv() const' into 'double exp_reduce_::exp_generic<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_exp_.h:157:0: Inlining function 'exp_reduce_::exp_traits<double>::exp_Z1P_m_1(ap_ufixed<51, -8, (ap_q_mode)5, (ap_o_mode)3, 0>)' into 'double exp_reduce_::exp_generic<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib\hlsmath\src\common\hls_exp_double.cpp:7:0: Inlining function 'fp_struct<double>::fp_struct(double)' into 'exp_reduce_::expm1(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_tanh.h:28:0: Inlining function 'fp_struct<double>::fp_struct(double)' into 'double explog_based::generic_tanh<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_tanh.h:28:0: Inlining function 'double generic_fabs<double>(double)' into 'double explog_based::generic_tanh<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_tanh.h:28:0: Inlining function 'double generic_nan<double>(char const*)' into 'double explog_based::generic_tanh<double>(double)'
remark: C:\scratch\2023.2\hls_product\689\2023.2\src\shared\hls\clib/hlsmath/include/FloatingPoint\hls_tanh.h:28:0: Inlining function 'exp_reduce_::expm1(double)' into 'double explog_based::generic_tanh<double>(double)'
remark: calculateLayer3.cpp:10:0: Inlining function 'hls::tanh(double)' into 'calculateLayer3(float*, float*, float*)'
===-------------------------------------------------------------------------===
                         Miscellaneous Ungrouped Timers
===-------------------------------------------------------------------------===

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
  15.7031 (100.0%)   0.0938 (100.0%)  15.7969 (100.0%)  19.4211 (100.0%)  Code Generation Time
  15.7031 (100.0%)   0.0938 (100.0%)  15.7969 (100.0%)  19.4211 (100.0%)  Total

===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 15.7031 seconds (19.3039 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  --- Name ---
   1.2500 (  8.0%)   0.0156 ( 16.7%)   1.2656 (  8.1%)   1.6305 (  8.4%)  Global Value Numbering
   0.3594 (  2.3%)   0.0000 (  0.0%)   0.3594 (  2.3%)   0.6305 (  3.3%)  Reflow pragma unroll loops
   0.5156 (  3.3%)   0.0000 (  0.0%)   0.5156 (  3.3%)   0.5886 (  3.0%)  Global Value Numbering
   0.3594 (  2.3%)   0.0000 (  0.0%)   0.3594 (  2.3%)   0.3817 (  2.0%)  Induction Variable Simplification
   0.1719 (  1.1%)   0.0000 (  0.0%)   0.1719 (  1.1%)   0.3614 (  1.9%)  Global Value Numbering
   0.2344 (  1.5%)   0.0156 ( 16.7%)   0.2500 (  1.6%)   0.3606 (  1.9%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.3581 (  1.9%)  Global Value Numbering
   0.3281 (  2.1%)   0.0000 (  0.0%)   0.3281 (  2.1%)   0.3399 (  1.8%)  Loop Invariant Code Motion
   0.2656 (  1.7%)   0.0000 (  0.0%)   0.2656 (  1.7%)   0.3297 (  1.7%)  Global Value Numbering
   0.2656 (  1.7%)   0.0000 (  0.0%)   0.2656 (  1.7%)   0.3238 (  1.7%)  Global Value Numbering
   0.2500 (  1.6%)   0.0000 (  0.0%)   0.2500 (  1.6%)   0.3207 (  1.7%)  Global Value Numbering
   0.2969 (  1.9%)   0.0000 (  0.0%)   0.2969 (  1.9%)   0.3185 (  1.7%)  Global Value Numbering
   0.2813 (  1.8%)   0.0000 (  0.0%)   0.2813 (  1.8%)   0.3181 (  1.6%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.3162 (  1.6%)  Global Value Numbering
   0.2500 (  1.6%)   0.0000 (  0.0%)   0.2500 (  1.6%)   0.3148 (  1.6%)  Global Value Numbering
   0.2656 (  1.7%)   0.0000 (  0.0%)   0.2656 (  1.7%)   0.3106 (  1.6%)  Global Value Numbering
   0.2969 (  1.9%)   0.0000 (  0.0%)   0.2969 (  1.9%)   0.3058 (  1.6%)  Global Value Numbering
   0.2500 (  1.6%)   0.0000 (  0.0%)   0.2500 (  1.6%)   0.3025 (  1.6%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.3016 (  1.6%)  Global Value Numbering
   0.2813 (  1.8%)   0.0000 (  0.0%)   0.2813 (  1.8%)   0.3005 (  1.6%)  Global Value Numbering
   0.2813 (  1.8%)   0.0000 (  0.0%)   0.2813 (  1.8%)   0.2991 (  1.5%)  Global Value Numbering
   0.2344 (  1.5%)   0.0000 (  0.0%)   0.2344 (  1.5%)   0.2942 (  1.5%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2914 (  1.5%)  Global Value Numbering
   0.2969 (  1.9%)   0.0000 (  0.0%)   0.2969 (  1.9%)   0.2897 (  1.5%)  Global Value Numbering
   0.2031 (  1.3%)   0.0000 (  0.0%)   0.2031 (  1.3%)   0.2867 (  1.5%)  Global Value Numbering
   0.2344 (  1.5%)   0.0000 (  0.0%)   0.2344 (  1.5%)   0.2852 (  1.5%)  Global Value Numbering
   0.2813 (  1.8%)   0.0000 (  0.0%)   0.2813 (  1.8%)   0.2841 (  1.5%)  Global Value Numbering
   0.2813 (  1.8%)   0.0000 (  0.0%)   0.2813 (  1.8%)   0.2832 (  1.5%)  Global Value Numbering
   0.2656 (  1.7%)   0.0000 (  0.0%)   0.2656 (  1.7%)   0.2832 (  1.5%)  Global Value Numbering
   0.2344 (  1.5%)   0.0000 (  0.0%)   0.2344 (  1.5%)   0.2828 (  1.5%)  Global Value Numbering
   0.2656 (  1.7%)   0.0000 (  0.0%)   0.2656 (  1.7%)   0.2713 (  1.4%)  Global Value Numbering
   0.2500 (  1.6%)   0.0000 (  0.0%)   0.2500 (  1.6%)   0.2688 (  1.4%)  Global Value Numbering
   0.2031 (  1.3%)   0.0000 (  0.0%)   0.2031 (  1.3%)   0.2685 (  1.4%)  Global Value Numbering
   0.2031 (  1.3%)   0.0000 (  0.0%)   0.2031 (  1.3%)   0.2616 (  1.4%)  Global Value Numbering
   0.2344 (  1.5%)   0.0000 (  0.0%)   0.2344 (  1.5%)   0.2601 (  1.3%)  Global Value Numbering
   0.2656 (  1.7%)   0.0000 (  0.0%)   0.2656 (  1.7%)   0.2584 (  1.3%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2578 (  1.3%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2559 (  1.3%)  Global Value Numbering
   0.2344 (  1.5%)   0.0000 (  0.0%)   0.2344 (  1.5%)   0.2523 (  1.3%)   automatic function inline driven by performance to break up circuit dependence
   0.2344 (  1.5%)   0.0000 (  0.0%)   0.2344 (  1.5%)   0.2506 (  1.3%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2382 (  1.2%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2345 (  1.2%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2299 (  1.2%)  Global Value Numbering
   0.2031 (  1.3%)   0.0000 (  0.0%)   0.2031 (  1.3%)   0.2283 (  1.2%)  Global Value Numbering
   0.2188 (  1.4%)   0.0000 (  0.0%)   0.2188 (  1.4%)   0.2248 (  1.2%)   automatic function inline driven by performance to break up circuit dependence
   0.0625 (  0.4%)   0.0000 (  0.0%)   0.0625 (  0.4%)   0.1850 (  1.0%)  Inliner for always_inline functions
   0.0938 (  0.6%)   0.0000 (  0.0%)   0.0938 (  0.6%)   0.1318 (  0.7%)  Generate HLS compatible IR
   0.0625 (  0.4%)   0.0313 ( 33.3%)   0.0938 (  0.6%)   0.1135 (  0.6%)  Auto automatic array partition analysis
   0.0781 (  0.5%)   0.0156 ( 16.7%)   0.0938 (  0.6%)   0.1044 (  0.5%)  PredicateAnalyzer - Predidate Analysis
   0.0938 (  0.6%)   0.0000 (  0.0%)   0.0938 (  0.6%)   0.0919 (  0.5%)  Lower intermediate type generated by HLSGen
   0.0625 (  0.4%)   0.0000 (  0.0%)   0.0625 (  0.4%)   0.0899 (  0.5%)  PredicateAnalyzer - Predidate Analysis
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0745 (  0.4%)  Detach IR Wrapper
   0.0625 (  0.4%)   0.0000 (  0.0%)   0.0625 (  0.4%)   0.0644 (  0.3%)  Automatic inliner in reflow
   0.0781 (  0.5%)   0.0000 (  0.0%)   0.0781 (  0.5%)   0.0627 (  0.3%)  Automatic array partition transformation
   0.0625 (  0.4%)   0.0000 (  0.0%)   0.0625 (  0.4%)   0.0582 (  0.3%)  Undecay arrays
   0.0625 (  0.4%)   0.0000 (  0.0%)   0.0625 (  0.4%)   0.0539 (  0.3%)  Auto automatic array partition analysis
   0.0469 (  0.3%)   0.0000 (  0.0%)   0.0469 (  0.3%)   0.0527 (  0.3%)  Auto automatic array partition analysis
   0.0469 (  0.3%)   0.0000 (  0.0%)   0.0469 (  0.3%)   0.0479 (  0.2%)  Auto automatic array partition analysis
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0434 (  0.2%)  AlignMemory - Align memory accesses
   0.0469 (  0.3%)   0.0000 (  0.0%)   0.0469 (  0.3%)   0.0400 (  0.2%)  Bitcode for HLS
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0394 (  0.2%)  AlignMemory - Align memory accesses
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0370 (  0.2%)  ReflowCheckPragmaConflicts - check pragma conflicts in reflow
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0366 (  0.2%)  Deduce function attributes
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0351 (  0.2%)  AlignMemory - Align memory accesses
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0349 (  0.2%)  Analyze sequential accesses
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0344 (  0.2%)  AlignMemory - Align memory accesses
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0339 (  0.2%)  AlignMemory - Align memory accesses
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0311 (  0.2%)  AnnotateNoAlias - Annotate NoAlias Attribute on Arguments
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0307 (  0.2%)  AlignMemory - Align memory accesses
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0274 (  0.1%)  Merge accesses
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0274 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0271 (  0.1%)  DefaultInterfaceBuilderNew - Build Default Top Interface
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0270 (  0.1%)  Induction Variable Simplification
   0.0469 (  0.3%)   0.0000 (  0.0%)   0.0469 (  0.3%)   0.0263 (  0.1%)  Loop Invariant Code Motion
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0262 (  0.1%)  Merge accesses
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0255 (  0.1%)  Loop Load Elimination
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0252 (  0.1%)  Aggressive Dead Code Elimination
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0252 (  0.1%)  AlignMemory - Align memory accesses
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0235 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0231 (  0.1%)  AlignMemory - Align memory accesses
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0231 (  0.1%)  Combine redundant instructions
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0229 (  0.1%)  AlignMemory - Align memory accesses
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0225 (  0.1%)  Object Decomposition
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0225 (  0.1%)  Synthesis checker
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0221 (  0.1%)  Merge accesses
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0220 (  0.1%)  Loop Invariant Code Motion
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0219 (  0.1%)  Merge accesses
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0210 (  0.1%)  Evaluate _ssdm_string2bits
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0207 (  0.1%)  Merge accesses
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0204 (  0.1%)  AnnotateNoAlias - Annotate NoAlias Attribute on Arguments
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0202 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0192 (  0.1%)  Array out of bound check
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0190 (  0.1%)  Remove redundant instructions
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0185 (  0.1%)  Synthesis checker
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0183 (  0.1%)  Array out of bound check
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0180 (  0.1%)  Global Variable Optimizer
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0179 (  0.1%)  Loop Invariant Code Motion
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0174 (  0.1%)  Array out of bound check
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0174 (  0.1%)  MemSSAOpt - Memory SSA based optimizations
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0172 (  0.1%)  Array out of bound check
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0168 (  0.1%)  Array out of bound check
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0163 (  0.1%)  Induction Variable Simplification
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0160 (  0.1%)  Collect complexity metrics for FE reflow
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0156 (  0.1%)  Loop Invariant Code Motion
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0154 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0150 (  0.1%)  Array out of bound check
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0144 (  0.1%)  Dump HBM driver helper code
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0144 (  0.1%)  Produce message if basic block has too many instructions
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0140 (  0.1%)  Function Alias Analysis Results
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0131 (  0.1%)  Value Propagation
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0130 (  0.1%)  Induction Variable Simplification
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0129 (  0.1%)  Collect complexity metrics for FE reflow
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0124 (  0.1%)  LegacyShiftRegisterRecognize - Recognize shift registers and memory
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0123 (  0.1%)  Simplify the CFG
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0120 (  0.1%)  Function Alias Analysis Results
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0117 (  0.1%)  dump pragma info via xml format
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0115 (  0.1%)  Memory SSA
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0110 (  0.1%)  Memory SSA
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0104 (  0.1%)  Collect complexity metrics for FE reflow
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0104 (  0.1%)  Aggressive Dead Code Elimination
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0104 (  0.1%)  Combine redundant instructions
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0103 (  0.1%)  Produce message if basic block has too many instructions
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0102 (  0.1%)  Aggressive Dead Code Elimination
   0.0000 (  0.0%)   0.0156 ( 16.7%)   0.0156 (  0.1%)   0.0099 (  0.1%)  Collect complexity metrics for FE reflow
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0099 (  0.1%)  Combine redundant instructions
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0098 (  0.1%)  Generate IR Wrapper
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0097 (  0.1%)  Interprocedural Sparse Conditional Constant Propagation
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0094 (  0.0%)  Dead Store Elimination
   0.0313 (  0.2%)   0.0000 (  0.0%)   0.0313 (  0.2%)   0.0093 (  0.0%)  ROM inference pass
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0090 (  0.0%)  Combine redundant instructions
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0089 (  0.0%)  Memory Summary
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0088 (  0.0%)  Aggressive Dead Code Elimination
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0087 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0087 (  0.0%)  Aggressive Dead Code Elimination
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0087 (  0.0%)  Aggressive Dead Code Elimination
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0087 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0087 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0085 (  0.0%)  Aggressive Dead Code Elimination
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0085 (  0.0%)  Aggressive Dead Code Elimination
   0.0156 (  0.1%)   0.0000 (  0.0%)   0.0156 (  0.1%)   0.0083 (  0.0%)  Aggressive Dead Code Elimination
